"","post_username","post_ID","post_comment","message_ID","sentiment","DatetimeSF","DatetimeSG","DateSG","Hour","Dayofweek","wordcount","mean","vNegTerms","negTerms","posTerms","vPosTerms"
"2691","Emptyheart Man","9.47e+14","0","788267317991921_789951384490181",NA,2017-03-22 05:30:16,2017-03-22 21:30:16,"2017-3-22",21,3,0,0,0,0,0,0
"2692","Justien Yap","1.02e+16","Ahh #grabtour","788267317991921_788806404604679",NA,2017-03-20 07:20:20,2017-03-20 23:20:20,"2017-3-20",23,1,2,0,0,0,0,0
"2693","Anoop Kinjavdekar","1.02e+16","Asif in case you need to....GET OUTTTTT","788267317991921_788689301283056",NA,2017-03-20 03:06:41,2017-03-20 19:06:41,"2017-3-20",19,1,7,0,0,0,0,0
"2694","Kelvin Chin","1.02e+16","Why only pay by card, why cannot pay by cash???","788267317991921_788388531313133",NA,2017-03-19 13:58:50,2017-03-20 05:58:50,"2017-3-20",5,1,10,0,0,0,0,0
"2695","Erika Msaldo","1.02e+16","why only card promo how abt people who use cash not fair","788267317991921_790016577816995",NA,2017-03-22 08:31:57,2017-03-23 00:31:57,"2017-3-23",0,4,12,2,0,0,1,0
"2696","Vick Vick","1.85e+15","Code not even workin","788267317991921_790046081147378",NA,2017-03-22 09:44:49,2017-03-23 01:44:49,"2017-3-23",1,4,4,0,0,0,0,0
"2697","Desmond Tan","1.02e+16","lol from $8 to $5.","788267317991921_788374591314527",NA,2017-03-19 13:27:17,2017-03-20 05:27:17,"2017-3-20",5,1,5,3,0,0,1,0
"2698","Warren Huang JXiong","1.02e+16","Still waiting for my $30 refund.","788267317991921_788391421312844",NA,2017-03-19 14:09:08,2017-03-20 06:09:08,"2017-3-20",6,1,6,0,0,0,0,0
"2699","Steven Cheng","1.02e+16","The 2nd ride need to be in the same day?","788267317991921_788733587945294",NA,2017-03-20 04:07:21,2017-03-20 20:07:21,"2017-3-20",20,1,10,0,0,0,0,0
"2700","Md Forhad","3.57e+14","Nice","788267317991921_792386560913330",NA,2017-03-26 14:01:03,2017-03-27 06:01:03,"2017-3-27",6,1,1,3,0,0,1,0
"2701","Grab","2.3e+14","Unfortunately, 1010 is fully redeemed as of 4.35pm. Thank you for your support!","787694804715839_790058581146128",NA,2017-03-22 10:18:02,2017-03-23 02:18:02,"2017-3-23",2,4,13,2,0,0,3,0
"2702","","1.06e+15","Yesterday afternoon the taxi took a very long route and the driver recklessly driving causing me to feel dizzy. I puke when I came home. Really bad experience in using Grab Taxi. Will never take Grab Taxi again.","787694804715839_793676044117715",NA,2017-03-28 23:09:49,2017-03-29 15:09:49,"2017-3-29",15,3,38,-2,0,2,0,0
"2703","Jun Go","1.41e+15","Its saying not eligible when i schedule for a later time today.   Is grab responding to comments here?","787694804715839_789872357831417",NA,2017-03-22 02:16:30,2017-03-22 18:16:30,"2017-3-22",18,3,18,0,0,0,0,0
"2704","Kris Poh","1.02e+16","Hi grab! I love this promotion. Kudos!  I have been utilising it a few times daily  during the promotion period! Hope you will be extending it again!","787694804715839_793367127481940","positive",2017-03-28 07:49:13,2017-03-28 23:49:13,"2017-3-28",23,2,28,2.66666666666667,0,0,3,0
"2705","Rachit Agrawal","1.02e+16","Not able to redeem because of this msg","787694804715839_793386510813335",NA,2017-03-28 09:12:40,2017-03-29 01:12:40,"2017-3-29",1,3,8,0,0,0,0,0
"2706","Nicholas Lim","1.02e+16","What if your fare is less than $7?","787694804715839_791690087649644",NA,2017-03-25 08:27:48,2017-03-26 00:27:48,"2017-3-26",0,0,8,0,0,0,0,0
"2707","Francis Lim Boon Siang","1.02e+16","1010 not working","787694804715839_790060427812610",NA,2017-03-22 10:23:07,2017-03-23 02:23:07,"2017-3-23",2,4,3,0,0,0,0,0
"2708","Justina Chee","1.02e+16","If the promo 1010 is supposedly valid till 24/03/17.how can it be fully redeemed as ar 1700hrs 22/03/17. There was no mention of the maximum limit of redemption.","787694804715839_790176011134385",NA,2017-03-22 14:45:55,2017-03-23 06:45:55,"2017-3-23",6,4,28,2,0,1,1,0
"2709","Wong Kean Mun","1.02e+16","And please there's customer who prefer to use cash as their payment. You guys recently keep coming out promotions for cards and grab pay users. How about those cash paying customers? Are they not your customers? ","787694804715839_793980630753923",NA,2017-03-29 12:51:33,2017-03-30 04:51:33,"2017-3-30",4,4,37,0.5,0,0,1,0
"2710","Meyya RM","1.54e+15","I have uninstalled this app long time ago because cannot get taxis in my area using this app. But at the same time I can get taxis easily with other taxi apps.","787694804715839_790221627796490",NA,2017-03-22 16:16:11,2017-03-23 08:16:11,"2017-3-23",8,4,32,0,0,0,0,0
"2711","Why Not Deals Singapore","9.53e+14","This promotion has been featured at https://www.whynotdeals.com/deals/grabsingaporeextended7offgrabtaxipayinggrabpaypromotion2024mar2017/","787694804715839_788406817977971",NA,2017-03-19 14:48:02,2017-03-20 06:48:02,"2017-3-20",6,1,7,0,0,0,0,0
"2712","Eric Ang","3.13e+14","Grab pay is delaying driver payment now days I think grab pay is gd for commuter but nt driver","787694804715839_791058027712850",NA,2017-03-24 05:08:12,2017-03-24 21:08:12,"2017-3-24",21,5,19,0,0,0,0,0
"2713","Angie Dkk","1.02e+16","It's not one time per day. Did it multiple times before. But GrabTaxi code 1010 is not working :(","787694804715839_790034227815230","negative",2017-03-22 09:15:19,2017-03-23 01:15:19,"2017-3-23",1,4,19,0,0,0,0,0
"2714","Chee Neo","1.02e+16","No taxi ...response rate is poor...waited twice for 1012mins n no taxi hence change to GrabCar","787694804715839_796061017212551",NA,2017-04-02 02:47:02,2017-04-02 18:47:02,"2017-4-2",18,0,16,-2,0,2,0,0
"2715","Iris Thia","1.02e+16","Elly Giok can you write to them on your promo code. As you always cannot apply.","787694804715839_793462214139098",NA,2017-03-28 12:34:16,2017-03-29 04:34:16,"2017-3-29",4,3,16,0,0,0,0,0
"2716","Yeo Ck","1.92e+15","Now making use of taxi drivers to send customers for you on low price. When you are going suck the blood of customers?","787694804715839_795897040562282",NA,2017-04-01 18:56:10,2017-04-02 10:56:10,"2017-4-2",10,0,23,-3,0,1,0,0
"2717","Lim Nan Hua","1.63e+15","Here you offer incentive for justgrab to the taxi driver there you offer promo code for passengers to use standard taxi? ??????? Dear GT Partners, We are bringing JustGrab to the general public from tomorrow onwards and here is a launch special just for you. From 29 Mar, 00:00AM to 02 Apr, 1159PM complete the following number of JustGrab jobs and earn more!   50 jobs in total for $500 35 jobs in total for $250 25 jobs in total for $150  To qualify for the incentives, you must maintain at least 60% Acceptance Rate (AR) and below 10% Cancellation Rate (CR).  This is ontop of the $4 for every JustGrab job completed during OffPeak. Remember, JustGrab are FIXED FARE jobs, so please key in the FIXED FARES into your meter before you start the trip. All your JustGrab incentives will be nil and void if you charge passengers the meter fare instead of fixed fare. Happy Grabbing!","787694804715839_793760794109240",NA,2017-03-29 03:14:55,2017-03-29 19:14:55,"2017-3-29",19,3,157,2,0,0,3,0
"2718","Bowie Tan","1.02e+16","It says fully redeemed when I tried at 5pm Grab","787694804715839_790042911147695",NA,2017-03-22 09:34:57,2017-03-23 01:34:57,"2017-3-23",1,4,10,2,0,0,1,0
"2719","Cheryl Goh","6.97e+11","Hi I just made a booking and it says the code is not valid. This happens after I updated the app. Can you please look into it? Thanks","787694804715839_790035031148483",NA,2017-03-22 09:18:44,2017-03-23 01:18:44,"2017-3-23",1,4,28,1.5,0,0,2,0
"2720","Zara Ebrahim","1.02e+16","Serene Goh Clarissa Roberts Another excuse to eat monster curry next week? :)","787694804715839_791303267688326","positive",2017-03-24 14:43:21,2017-03-25 06:43:21,"2017-3-25",6,6,13,0.5,0,1,1,0
"2721","Steve Loh VS","1.02e+16","Took a cab from woodlands drive 14 to causeway point. Driver charged me 25% more of what's in the meter fare. Ur staff Inthu said it's surcharge for timing from 6pm to 1159pm. Is it true? This is the 1st time I encountered this extra charges.","787694804715839_788986624586657",NA,2017-03-20 16:10:58,2017-03-21 08:10:58,"2017-3-21",8,2,46,0.666666666666667,0,0,1,0
"2722","Randy Tan","2.09e+15","Nabei lo... uber grab driver die lo.. all throw keys","787694804715839_788448094640510",NA,2017-03-19 16:20:28,2017-03-20 08:20:28,"2017-3-20",8,1,10,-3,0,1,0,0
"2723","Richard Ho Yue San","4.4e+14","Drivers died earlier with all the promotion.IO will be laughing at u","787694804715839_788347194650600",NA,2017-03-19 12:23:55,2017-03-20 04:23:55,"2017-3-20",4,1,12,-1,0,1,1,0
"2724","Jazlyn Lim","1.02e+16","Applied the promo code saying 'enjoy $7 off your ride' but still being charged with the full amount. Emailed to grab and they said I haven't entered the promo code  So misleading","787694804715839_795732383912081",NA,2017-04-01 13:10:40,2017-04-02 05:10:40,"2017-4-2",5,0,33,-1.5,0,1,1,0
"2725","Chan Ben  Sam","1.02e+16","I still prefer 11pm to 6am.. when can we have this promotion again ?  @grab","787694804715839_796921347126518",NA,2017-04-03 14:53:13,2017-04-04 06:53:13,"2017-4-4",6,2,16,0,0,0,0,0
"2726","Mervyn Jui Meng Tan","1.14e+15","Grab, does this extend to GrabHitch and GrabTaxi too?","787213378097315_788275254657794",NA,2017-03-19 09:15:21,2017-03-20 01:15:21,"2017-3-20",1,1,9,1,0,0,1,0
"2727","Scott Woodman","4.71e+14","do u have any real life examples of ppl who manage to claim insurance b4?","787213378097315_788154398003213",NA,2017-03-19 03:09:10,2017-03-19 19:09:10,"2017-3-19",19,0,15,0,0,0,0,0
"2728","Veggal Pritam","2.85e+14","What liars ....we had to make our own claims against our insurance company  Its been 9 months still nothing","787213378097315_788532294632090",NA,2017-03-19 20:24:26,2017-03-20 12:24:26,"2017-3-20",12,1,19,-3,0,1,0,0
"2729","Alenzo Gill","9.67e+14","0","787228231429163_787240951427891",NA,2017-03-17 11:07:34,2017-03-18 03:07:34,"2017-3-18",3,6,0,0,0,0,0,0
"2730","James Tan","3.19e+14","Tracy Leong","787228231429163_787329058085747",NA,2017-03-17 14:46:52,2017-03-18 06:46:52,"2017-3-18",6,6,2,0,0,0,0,0
"2731","Alenzo Gill","9.67e+14","0","786588541493132_786625504822769",NA,2017-03-16 12:40:48,2017-03-17 04:40:48,"2017-3-17",4,5,0,0,0,0,0,0
"2732","Alenzo Gill","9.67e+14","0","785985508220102_786070724878247",NA,2017-03-15 13:06:53,2017-03-16 05:06:53,"2017-3-16",5,4,0,0,0,0,0,0
"2733","Grab","2.3e+14","Thank you for your support. This promotion is fully redeemed as of 4:33pm , 20 March 2017.","785903001561686_788826757935977",NA,2017-03-20 08:33:28,2017-03-21 00:33:28,"2017-3-21",0,2,17,2,0,0,3,0
"2734","Luisa Soon","1.02e+16","Hi, my father tried this promotion a few days before this promo ended. But the final charge didnt deduct the $15. How do I claim it back? Your team insisted that he did not key in the promo code when he clearly did. System error but customers take the blame? Very disappointed.","785903001561686_789612024524117","negative",2017-03-21 16:02:10,2017-03-22 08:02:10,"2017-3-22",8,3,52,-1.25,0,3,1,0
"2735","Edwin Chung","1.02e+16","Hi i just added my debit card to my grab account and the app said added sucessfully. and I never use grabpay on this account before .  After entering the code, the app said fully redeemed it invalid. Is it fully redeemed as of right now?","785903001561686_790975744387745",NA,2017-03-24 01:19:31,2017-03-24 17:19:31,"2017-3-24",17,5,46,2,0,0,2,0
"2736","Karlynn Yap Kah Ling","1.02e+16","Hi, I didn't get my free ride? The fare is fully charged to my credit card but the bill is stated discounted price.","785903001561686_789178307900822",NA,2017-03-21 01:05:01,2017-03-21 17:05:01,"2017-3-21",17,2,23,0,0,1,1,0
"2737","JM FD","1.54e+15","Tried today but the final charge never deduct the $15. How can I claim back?","785903001561686_786014041550582",NA,2017-03-15 11:21:28,2017-03-16 03:21:28,"2017-3-16",3,4,15,0,0,0,0,0
"2738","David Loh","1.02e+16","Mine is not working too, already top up to grab pay","785903001561686_789845951167391",NA,2017-03-22 01:09:00,2017-03-22 17:09:00,"2017-3-22",17,3,11,1,0,0,1,0
"2739","Reenie Poh","1.56e+15","Hi! I didn't get my free ride too;(","785903001561686_786132158205437",NA,2017-03-15 15:22:25,2017-03-16 07:22:25,"2017-3-16",7,4,8,1,0,0,1,0
"2740","May Loke","1.02e+16","yes me too. tried today and not working","785903001561686_786501971501789",NA,2017-03-16 07:41:20,2017-03-16 23:41:20,"2017-3-16",23,4,8,1,0,0,1,0
"2741","Scott Woodman","4.71e+14","Grab cant work on the 2nd ride....","785903001561686_786018824883437",NA,2017-03-15 11:34:13,2017-03-16 03:34:13,"2017-3-16",3,4,7,0,0,0,0,0
"2742","Arielbelle Ng","1.49e+15","I just added in my card info for the first time and tried already and it says invalid promo code ","785903001561686_786694341482552",NA,2017-03-16 15:10:58,2017-03-17 07:10:58,"2017-3-17",7,5,21,0,0,0,0,0
"2743","Lyn Tai","1.02e+16","hi, i kept having difficulties using my card. when i enter  both of my credit/debit card, i couldnt use it except for cash hence i missed out all the promo. also , i tried using my card on my sister phone , it works. can u kindly assist on this.","785903001561686_786932201458766","negative",2017-03-17 01:53:25,2017-03-17 17:53:25,"2017-3-17",17,5,50,-2,0,1,0,0
"2744","Adrian See","1.02e+16","Tried and the redemption process doesn't work. Reached my destination and the driver asked me for cash. Wrote to Grab asking why and they just gave me some standard reply how to use the app. Very disappointing response from Grab.","785903001561686_788117244673595","negative",2017-03-19 01:12:19,2017-03-19 17:12:19,"2017-3-19",17,0,40,-0.5,0,1,1,0
"2745","Nicole Liu Tan","1.02e+16","I hope u can change the notice to ""fully redeemed"" instead of Not valid..  then i no need to waste the precious 1st time user!!! Tried so many times and i thought i might have entered wrongly on the code then tried until time running out, so no choice wasted this 1st time chance!!","785903001561686_789945771157409",NA,2017-03-22 05:19:34,2017-03-22 21:19:34,"2017-3-22",21,3,54,0.6,0,4,3,0
"2746","Yvonne Wong","1.02e+16","Hi, you have an issue with your topup, both my friend and myself have encountered the same issue with trying to top up the wallet. Grab is now holding our money without topping to our wallet. Please get back to me.","785903001561686_788597567958896",NA,2017-03-19 23:21:56,2017-03-20 15:21:56,"2017-3-20",15,1,41,1.5,0,0,2,0
"2747","Jasmine Yeo","1.57e+15","OMG...I used your App Notification Promotion code "" CASHLESS ""'and get a $5 dollars off Ride,and payed with my Android pay, on Friday and Saturday, But after reaching the location and check the transaction it did not deduct the $5....","785903001561686_787916358027017",NA,2017-03-18 16:48:09,2017-03-19 08:48:09,"2017-3-19",8,0,40,0.5,0,0,1,0
"2748","Mary Lim","1.02e+16","I used the NOCASH promo code the first time on 16 March. I just tried to book for the second free ride ( promo said NOCASH for 2 free rides ) but it says promo declined... Why is this so pls?","785903001561686_788975157921137",NA,2017-03-20 15:40:45,2017-03-21 07:40:45,"2017-3-21",7,2,41,1,0,0,2,0
"2749","Siti Aishah Mohamed Hassan","1.44e+15","I had difficulty adding my address and the driver confirmed that my address did not appear in your GPS. Waited for almost 20mins for the ride!!! Absurb !!!!!","785903001561686_787526558065997","negative",2017-03-17 23:19:20,2017-03-18 15:19:20,"2017-3-18",15,6,28,0,0,0,0,0
"2750","Jesslyn Choo","2e+15","i didn't manage to redeem my $15 and i paid for it instead and also i only able to use once and it becomes invalid?????","785903001561686_786695714815748",NA,2017-03-16 15:14:56,2017-03-17 07:14:56,"2017-3-17",7,5,25,0,0,0,0,0
"2751","Karlynn Yap Kah Ling","1.02e+16","Hi. My card has charged me full amount instead of 15sgd off..may i know how do i claim back?","785903001561686_788752601276726",NA,2017-03-20 04:39:31,2017-03-20 20:39:31,"2017-3-20",20,1,19,0,0,0,0,0
"2752","Pu Tong Ren","1.02e+16","Yes, this morning I tried this Grab pay for the first time. I was charged with full fare. How to claim back?","785903001561686_787179131434073",NA,2017-03-17 08:28:31,2017-03-18 00:28:31,"2017-3-18",0,6,22,0.333333333333333,0,0,1,0
"2753","","1.02e+16","I have try to use ""NOCASH"" promo code. It say I am not eligible for the promotion code. Grab","785903001561686_787186054766714",NA,2017-03-17 08:44:49,2017-03-18 00:44:49,"2017-3-18",0,6,19,0,0,0,0,0
"2754","Why Not Deals Singapore","9.53e+14","This promo code has been featured at https://www.whynotdeals.com/deals/grabsingaporeaddcreditdebitcardget2freeridespromotionends31mar2017/","785903001561686_786348204850499",NA,2017-03-16 00:34:55,2017-03-16 16:34:55,"2017-3-16",16,4,8,0,0,0,0,0
"2755","Mervyn Jui Meng Tan","1.14e+15","Grrr... I already use GrabPay exclusively since I started using Grab. ","785903001561686_785916148227038",NA,2017-03-15 07:21:36,2017-03-15 23:21:36,"2017-3-15",23,3,12,0,0,0,0,0
"2756","Jennifer Ong","1.02e+16","Tried the code for my 2nd ride today... State invalid promo code","785903001561686_789898067828846",NA,2017-03-22 03:33:46,2017-03-22 19:33:46,"2017-3-22",19,3,12,0,0,0,0,0
"2757","Johanna Khoo","1.02e+16","Hi, I tried to claim my free ride but it says that the promo code is invalid. Please assist.","785903001561686_787711091380877",NA,2017-03-18 08:52:47,2017-03-19 00:52:47,"2017-3-19",0,0,19,1,0,0,2,0
"2758","Edmund Phang","1.02e+16","How many booster seats can a Family car provide? Cos I have more than one child below 7 yrs old. I find the booster seat is merely a ""mat"" for the child to sit on; not the type of elevated booster seat I've seen. Anyway, I prefer to book Uber or Taxi when I go out w my kids. They are not so particular about booster seats, and I won't fear of being rejected by the driver.","785844461567540_786355998183053",NA,2017-03-16 01:05:52,2017-03-16 17:05:52,"2017-3-16",17,4,77,-1.5,0,2,0,0
"2759","Eddee Fandi","1.02e+16","I've been rejected twice 'cos i was carrying my 14mths baby and did not choose the grabfamily. Can this be more specific?","785844461567540_788144078004245",NA,2017-03-19 02:32:57,2017-03-19 18:32:57,"2017-3-19",18,0,22,-1,0,1,0,0
"2760","Celestina Fong","1.02e+16","What about those with kids 4 years and below?","785844461567540_785934054891914",NA,2017-03-15 07:57:14,2017-03-15 23:57:14,"2017-3-15",23,3,9,0,0,0,0,0
"2761","Alenzo Gill","9.67e+14","0","785844461567540_785874371564549",NA,2017-03-15 05:05:35,2017-03-15 21:05:35,"2017-3-15",21,3,0,0,0,0,0,0
"2762","Renie Chua","1.02e+16","What about kids that is 14months old?","785844461567540_788420691309917",NA,2017-03-19 15:22:42,2017-03-20 07:22:42,"2017-3-20",7,1,7,0,0,0,0,0
